,content,num_like
3363,我真的想抓个九尾妖狐当灵宠，可以实现嘛？[doge],276
3364,建议出个长期闭关，可以悟出强力词条，几年几十年那种，出关后沧海桑田，人际关系都变了,533
3365,天梯是啥玩意啊，化神的NPC随便打，天梯被锤爆，那NPC是咋化神的[辣眼睛],26
3366,这怪的数值太尼玛离谱了吧？ 逼得我去请大仙了，这不改改卐氼亇？ 同境界的怪能秒我？NPC也离谱的很，那个升级速度，我妻子5年筑基到化神 她才是玩家是吧？那个道魂也没什么解释，玩的我一脸懵逼，好不容易打到最后还给我整个百分之20失败，卐氼亇，这个更新大大差评，平衡太差了,16
3367,感觉现在游戏里年代感太差了，玩个几十年就没玩下去的欲望了。可以增加1每00年就会有什么天才地宝出现，或者世界上有几把神器，被各位宗主持有。,483
3368,"劳资的剑灵3个点全给削了？？？？
风剑说没就没？
张三就是这么对这游戏80%的剑修的？",9
3369,看着曾经被我随便虐的npc们一个个秒突破，自己打个天梯连boss房都摸不到，不得不怀疑自己花的精力是否值得。,11
3370,我TM堂堂悟道强者，我缺那一年半载吗？我都1000+寿命上限了，还让我一个月一个月的跳，为了等拍卖会很痛苦的(670w灵石，花都花不完)。[无语][辣眼睛],3
3371,nb！估计赶工做出来的，作者自己都没测试，直接放出来恶心玩家，你直接给boss删了血条，上无敌吧。[tv_笑哭],14
3372,公孙荣 你杀我第17房小妾 27号 我去屠你宗门,212
3373,woc这个重明把我人都打傻了[不问天_大哭],50
3374,太离谱了。我元婴后期，化神之前已经能越级杀化神后期的人，在这之前我已经是元婴剑修全部红色橙色技能词条，之前所有境界突破全部是最强材料。集齐材料冲天梯，好家伙先把我强行残血。我本来就不炼丹，战斗不吃药。直接把我干废，然后买了一堆药，冲到第四层就全部吃完。真就逼我开修改器，我本着试试这战斗强度到底有多大就用修改器替代吃药。最后打了22分钟通关。中间用修改器3次补满状态。这难度根本就不科学。我这种属性都得靠3次补满状态才能化神，玩家如果之前的境界选择的差的突破方式，或者技能没有疯狂刷词条，不买拍卖会技能，不炼丹把药屯满。没有修改器根本不可能过天梯。这特么还是普通难度！！！别跟我说什么修仙到后期就是举步维艰，游戏里一堆化神后期被我元婴后期当猪杀。但我不开修改器只能在天梯被当猪杀！？这些npc的属性绝对不可能过得了天梯,5
3375,随便点开一个化神的NPC   技能啥的  白的  蓝的   还特么筑气的技能   我就想知道NPC凭什么能化神   我特么这么费劲~~~！！！淦~！！[辣眼睛],14
3376,我觉得官方有点恶心了，，我化神材料刷了好几天，等了这么久，居然把材料说改就改了？？？过分了吧，不用你放出来干嘛！！本来就已经是刷的很无聊的游戏了，现在你告诉我说不好意思，更新了，麻烦你再刷一遍，，没有丝毫补偿和说明，越想越气,10
3377,rnm退钱，任何浪费玩家心血的策划都没好下场,5
3378,这个更新真是一坨狗屎，在道界里点一下左上角“道”就卡住了，退不出来只能alt➕f4，真是有够恶心的,7
3379,你有本事高平衡削弱流派（甚至算直接删除）那你能开波退款不?我不想在被恶心了能退不?算我这段时间学费，退一半反正我不想在成为这几百万销量里一个了，,7
3380,能不能在BOSS房间门口加个存档点？400w血的守护者拿头打，一招就把我干死了，干死了又要爬一边，这流程又臭又长。既然你们削弱逆天改命那能不能加个初始化逆天改命的系统？最后我就想问一下做化神的时候你们测试过难度吗？,8
3381,这是官方加入风灵月影宗了，这boss技能和伤害是认真的吗(真就觉得所有人都开挂玩游戏的吗),20
3382,NPC的面板能化神真的见鬼了,15
3383,"吾修仙八十余年至元婴后期，奈何天道禁制，迟迟不能突破，昨日禁制消散，吾一举突破化神！吾以为，天下任我驰骋，播种于八荒之中，岂料！！！！！！吾竟发现吾突破至化神后阳寿未曾增加，吾已至化神，却只有四百三十年阳寿,敢问造物主把我的阳寿弄哪去了？？？难道因为我曾挖坟，扣了七年不够，又扣了360余年？？？",10
3384,"麻烦增加一下技能栏
我堂堂一个化神大佬，打架只能用四个技能你是在开玩笑？
至少翻一倍吧！",192
3385,"化神，悟道
这边建议大家可以看看仙剑奇侠传剑圣的悟道之旅
拿得起才放得下，有舍才有得
我觉得游戏最大的乐趣就是把选择的权利交给玩家，让玩家体验不同的结局，或许会失败但至少自己尝试过。
而不是一味的收集材料。我反正是收集吐了[微笑]",88
3386,"这次改的难度真的被恶心到了，登仙梯带着50个药都不一定能过，我还是全红满级心法和满级技能。原本化神材料都准备好了，硬是又刷了一下午才化神。
提几点改进的地方吧：
1.能不能完善一下地图功能，道侣死了给坐标，结果地图上都没有坐标，世界坐标还要玩家一步步去找，走多了浪费时间这个月又过去了
2.赠送的时候物品给归类一下吧，每次送礼的时候东西都乱七八糟的找半天，加个搜索功能也可以啊
3.给个寻人功能吧，都化神了，要找个人都找不到，虽然说S人寻仇不好，但是道侣和老婆被S了，想找个人都得满世界飞，还不一定找得到，气不打一处来
4.完善一下夫妻系统，结婚了跟普通道侣没什么两样，我的道侣三天两天来找我，妻子一年能主动找我次都不错了，虽然说可能是个例，但忠贞就这样？想离婚也找不到在哪弄
5.npc成长做好一点，我带着好几个小伙伴一起玩，突破材料都会给他们打一份，结果大家都化神了，一看面板，好家伙，资质还是几十，技能还是炼气，好一点的就金丹，买给他们的功法都吃不了，吃下了也不用
以上是我玩起来比较不爽的点，肯定会有说漏的一时也说不了那么多。化神真的太肝了，怪海战术磨死个人，没感觉到有什么新鲜的地方，就是感觉怪比以前多了，伤害低了很多，一不小心就被几个精英怪组合拳打残了，全带血药进去都能给你吃完。好不容易化神了等了两次拍卖会全是悟道的功法，到现在一个化神红的都没见到，道气机制现在也没搞懂。希望能好好改进吧。我觉得搞好npc系统真的挺不错的，不要一直刷刷刷了，我修仙真的不想一个人一直刷怪。",6
3387,现在我发现个bug，在登仙长阶那过了一关，回去那一关用一下身法会刷新化神之气碎片，我只过了六关却有八个碎片，顶上去，谢谢，让工作室看到。,25
3388,我建议你门工作室专门招个人玩下游戏然后再更新行么，问题多不多不清楚么，之前的就不说了，我TM刷了五个小时道界了，各种石头1000个，一个90纯度的道魂都没有，随机5词条，没见过10，15，20的（一把都没），我隔着玩DNF爆史诗套呢？开始给玩家喂屎了？开始教玩家玩游戏了么？不是我说，这样下去这游戏也就到头了。[吐],4
3389,能不能改一下功法系统，每个境界都换功法真的很麻烦，可以把功法稀有度调整。就靠颜色区分啊，靠境界区分真的太麻烦了。比如前期不能基本遇不见紫，最后好就是蓝色。,683
3390,"3月27日14:00:官方：更新化神·悟道
3月27日18:00:玩家：去tm的重明，小幸、风影启动
3月28日14:00:玩家：等待羽化·登仙",16
3391,真有你的，我tm玩的是单机？,6
3392,没必要削弱风身法，自己玩单机爽就行了，而且又单机又没有什么****衡，知不知道这一波操作吧玩风剑的人恶心死了，真的吐了，妈的风剑玩的好好的突然给你来一个这个，真的很不爽，而且削弱直接说嘛，还说什么修bug，真的服，不想想其他技能的增强，过来恶心风剑玩家的体验真的吐，合着身法就真的只能开着是ssbb的躲技能呗，这么一搞我靠，都TM想删了，而且好不容易刷的秘技词条，TM的到下个境界又要换，到时候刷好了，看你玩的爽了来一手削弱，就哈哈了。合着强行拖时间呗。游戏半成品，还忙着削这削那的，这波削的不是风剑，削的是玩家的游戏体验，玩家开发出来的套路，一削成垃圾了，有时间削风剑，怎么没时间搞一下其他身法，的效果呢。而且，改材料就突然改了，那之前刷的能干什么，不要跟我说，辛辛苦苦刷的化神东西，一更新什么吊用都没有了。,8
3393,"练气：这本功法我寻找已久，你最好把他交给我
元婴的我：？
---------------------
练气：我师父是XX筑基期强者，你最好识相点让我离开。
呃呃呃！我师父绝对不会放过你的...
我没办法只能把那宗门给屠了",6
3394,能和精卫结缘吗[doge]，精卫的形象太戳我了,78
3395,醉了 ，我化神期的人乱杀，化神期的怪乱杀我,13
3396,辛好我玩的一拳超人流，超能苟，护盾刷新不掉血，天门使者一拳崩了[辣眼睛]，但是这个难度确实离谱，我玩的还不是洪荒难度，这难度曲线确实有点离谱，主要是天梯里面怪多还没有补给，确实糟心，我无法想象别的流派要怎么打[辣眼睛],21
3397,登天梯打不过，水法好难，要不是我会屁股抠药估计连boss都见不着，这难度是认真的?我还是全红功法啊，我只是困难啊,7
3398,[doge]希望和npc交谈关于✘✘✘的时候，能在前面加个“诋毁”或者“赞扬”，经常碰到想去劝和两个熟人变成了向A诋毁B,356
3399,自己做的游戏有去玩过么？[疑惑]真是服了,8
3400,我全红心法，普通难度化神都突破不了，千辛万苦打了所有房间，结果boss打不过，这体验很好吗？满血进去被定住一招打残，然后被技能轨道都看不清的剑给补了，我真服了，逼着我开挂,8
3401,这封神天梯是人打的？？？,6
3402,"1：先报个bug,我一个拳修，点了武神残绝，别人找我切磋的时候盾和血条都是满的。蛟龙用自爆拳打不着。
2：风身法为什么要改？你要削弱风剑，我们别的流派怎么办？
3：你那道界是人打的？我4w3的血条，1500的攻击，40多年功法全红，愣是打不过，你不说我以为这玩意是悟道升羽化要打的。",4
3403,今天我老婆被一个抢了我花十几万的功法然后老婆也没了，我特么一看是个羽化期，时间短我找到了，想着杀你几个境界低的弟子啥的报仇，点开一看这人师傅老婆弟子父母孩子没一个活着的，朋友都没有一个[辣眼睛]第一次见如此孤儿的人[笑哭],95
3404,能不能加个勾选系统啊，送东西还得一件一件的好麻烦啊,274
3405,希望加一个敬畏值，高阶强者与NPC的互动更贴近小说，努力肝材料进阶后获得更多的满足感。,151
3406,我反应一下啊，我们手残党加散修是不是不配化神啊？我玩个最普通模式用元婴最顶级的技能心法打天梯打了30多次最高就通了5关就上不去了，对了他们用他们的流派天赋神通历害很快通关，但是其它天赋神通就不能用了还是咋的，我就喜欢当个散修想修啥修啥，想用啥天赋用啥不行？老尔弥坚不能用？还有别给我说啥难度我都手残去玩普通模式了我要啥难度？他们牛b要调难度的你把普通以上调高100倍1000倍也不管我事，本来一天天上班就累回家修个仙当个普通之王都不行还要受苦，天梯打了30多次最高才打通5关啊这就是磨难[无语]，而且我每次晋级选的都是我最中意的天赋，为什么硬是要我去玩什么他们的天赋流派？像老尔弥坚就不行？我又不想玩什么元婴干登仙，我就想当个普通元婴化神不行？还有啊我的好友道侣都能化神凭啥我不行？我用普攻也能打废她们她们能登天梯为啥我就打通5关？[无语],4
3407,我的大跟屁虫什么时候化龙[抠鼻][抠鼻],353
3408,"连元婴期都打不过的人是如何化神的？
连化神期都打的过的人为何无法化神？
主角费劲辛苦才能突破的境界，npc轻轻松松就能达到，所以说谁才是这个世界真正的主角？",4
3409,什么时候可加上装备系统啊，我这剑修没剑不笑人嘛，我刨坟不挖点衣服首饰穿一穿吗[热词系列_张三],84
3410,我已经吐了，我打了五次天门使者了 打了三个小时，sl了无数次，我裂开来,15
3411,又一片大陆的姑娘要遭殃了,38
3412,总感觉正道与魔道没有什么区别，可以在攻击对方成功后，正道值高可以转交宗门宗主处理并依此得到奖赏，当然也有概率能够降低宗主好感度，魔道值高可以胁迫他人给出身上最值钱的东西还有双修，再高一点的话还可以强制直接杀人，这样才显得正邪不两立吗？,67
3413,建议出一个可以强行ntr的系统，好不容易找到一个长的不错而且忠贞爱家的结果是别人的老婆，好不容易聚灵了想挑拨离间结果对方也有个忠贞，然后我一气之下全杀了，档已经封起来了复活丹也有了就等出这个了[妙啊],261
3414,问酒馆NPC怎么化神 他说 吃化神丹 他是不是 没更新[doge],8
3415,强烈建议增加一个暗拍卖会，可以以物易物，不显示真名[吃瓜]比如有人用红色功法换我的天道之气[吃瓜],128
3416,同性双修呢！为什么不开同性双修！,100
3417,好家伙，化神一出，评论区就没有什么突破大道，增加修为的。全是去救老婆的[笑哭],12
3418,"张三们啊，你们是不是招了那些以前玩网游的策划啊？哪怕招刚毕业的大学生也别招这些人啊……网游策划懂个p单机游戏，南辕北辙啊。
按照氪金网游套路，单机必然被玩死。
要是这货以前在tx干过，我都觉得是tx故意放进来的内鬼。",3
3419,各位道友，去救老婆了！,235
3420,老婆和道侣都被杀了，仇人高我一个境界，我更新还有何意义,7
3421,寻思老婆能做的，道侣也能做，那老婆到底是为了什么，一个正宫名堂么[辣眼睛][辣眼睛],83
3422,"原本被我两招秒掉的npc竟然都能化神[无语]这化神难度，原本阿猫阿狗的npc竟然立刻上去了。
现在只想说，风灵老祖救我。[大哭]",6
3423,其实应该在修改风剑，水剑前先更新下npc。让玩家被0cd恶心几天后再换算法[吃瓜]。那样反对声就会小很多了,4
3424,这难度真的离谱，测试组是风灵月影教弟子吧[笑哭][笑哭],5
3425,"给张三建议个好玩的玩法:
当初玩DNF的时候 BOSS身上分红蓝
以后鬼谷的BOSS也整个红蓝 红的时候只能左键打 右键打了就反伤
兰的时候右键打 不然左键打了就反伤~",3
3426,能不能加入组队跟随系统，亲友寻仇可能会找你帮忙一起去，仇人也可能找人一起揍你,39
3427,感觉现在的道侣师傅一类没啥用，就挂个名，会考虑一下组队或者雇佣体系嘛，还有自己进行任务的发布，发布任务用丹药或者灵石雇佣其他修仙者帮自己找某样东西，雇佣修仙者或者请师傅或者道侣和自己刷图 提升丹药的价值，这样商业奇才老奸巨猾丹仙转世一类的天资也会有用起来，还能开发出更多玩法什么的，商人流炼丹流什么的,35
3428,顺便一提，别以为过化神就好了，化神升悟道用红色元婴功法过不去[笑哭]，正在收集化神功法，最差也得紫色才能悟道吧，想悟道比杀几个羽化登仙还难[笑哭],6
3429,化神突破的怪太难了吧一个技能就秒人，这是要逼玩家开修改器，rnm退钱[生气],4
3430,能不能多弄几张双修的插图？因为这张插图搞得我都没啥动力[滑稽][滑稽],167
3431,风灵月影宗这届入宗人数再创新高[doge],5
3432,"麻了，真打麻了，重明跟封神天梯我服了
玩的剑，一路天道一品突破过来的，用的材料全是红跟橙，心法和技能基本红橙，副词条全开，洗练的属性最低是紫。
这tm把我整自闭了，这还是最简单难度。",5
3433,道境里如果不能把木系回血的和雷系扣血的刷掉，就可以被秒 ，虽然有双鱼可以复活，复活后有材料可以把这俩个刷掉，但是其他难度怎么玩，开修改器把血调成27万还可以被秒，怎么玩怎么玩怎么玩怎么玩怎么玩怎么玩怎么玩怎么玩怎么玩怎么玩怎么玩怎么玩怎么玩怎么玩怎么玩怎么玩怎么玩,3
3434,区区化神能挡我练气强者？[doge],178
3435,建议加入邪修玩法，杀仁增加血灵根，血系功法略强于普通功法,41
3436,建议多一条化神途径，比如吃颗化神丹就能化神，因为我想走凡人流，不想要什么逆天改命。如果说化神途径只有一条，那么npc是如何化神的呢？也是逆天改命吗？,3
3437,吐了啊，那个重明有毒吧，不对，是所有的boss都有毒吧，打不过啊,6
3438,各位道友勿慌 快去请风灵老祖[doge],7
3439,建议可以出一个自跌境界的选项，比如说突破的时候强行中断，属性会加但是没有逆天改命，负面效果是中断后会虚弱一年无法从客栈恢复，再次突破成功后属性全面加强，比一次突破强，以后就可以看到筑基境追着化神打了[doge],27
3440,经过一下午的努力我已经找到了重明和龙的打法了，重明打法为开局的扔球和全图aoe都可以站着不动（他打不中你）。冲刺的时候只能靠身法躲，当重明放完第一次全图aoe的时候吸血效果就过了就可以疯狂输出。龙的话唯一需要注意的就是他蓄力开雷的时候只要你输出够大他就不会炸（指中间爆炸输出很高的那个）,5
3441,化神突破悟道的道界副本太难了吧，我一普通难度化神后期，1800攻击1200防御5w3的血量，打悟道和玩一样，然而进了这个副本根本打不过后两关，也不知道你们难度怎么调的！！！,4
3442,28号最新战报，steam差评目前拾好评2倍，不知道能不能突破三倍[吃瓜]照你们这么改销量榜就别想了，就让这游凉了吧，我喜欢的是1.60之前的版本而不是20.01版本,3
3443,建议出个复仇，老婆让人打死了，找不到仇人,75
3444,有的人表面正道，背地里喝了两瓶酒就把镇上的钱包都摸了个遍[doge],11
3445,个人理想中的升级，是希望境界到了就能随时以那种渡劫的方式进行，抗的越多突破后属性值就越高。抗不过去就跌落一个小境界或一个大境界。然后在抗天劫的过程中，可以使用多种方式来渡劫。比如吃药暂时提升体质，防御法器抵御天劫。而且法器在承受一定的伤害是会损坏的，当然如果有心魔或仇人寻死来干扰渡劫的话更好。像这样收集材料来炼药炼器渡劫的过程，比起单纯的刷刷刷有趣多了，不容易乏味。以上纯个人YY,5
3446,新的bug已经出现～刷新道界词条会引起游戏崩溃！救命啊,3
3447,先天气运那些开局加资质的没什么用，都可以通过吃果子成长，除了开局有点用，后期太鸡肋了，建议改成百分比或者会根据某种情况自行成长。小说里这些体质是让你修炼对应资质的速度更快的，不是就一点开局福利而已。。。[呆],36
3448,先天气运那些开局加资质的没什么用，都可以通过吃果子成长，除了开局有点用，后期太鸡肋了，建议改成百分比或者会根据某种情况自行成长。小说里这些体质是让你修炼对应资质的速度更快的，不是就一点开局福利而已。。。[呆],36
3449,重明boss是谁设计的？直接拉出来打死。这机制是个正常人能玩的？打它给它回血；满屏大招基本没地方躲，躲不好还能吃两下伤害；冲刺的招式基本上躲不开，还是连冲四次；伤害也是高的离谱。我还是普通难度，你敢相信我打这boss打到最后我死了boss还是满血吗？,4
3450,"在?
重明作者自己打过了没?
那个回血盾考虑过召唤流的感受了没?
还有我想忘记之前学过的逆天改名可不可以。那个青帝遗录每次死亡分化出的五个小花妖感觉都是在嘲笑我自己，我想赶下一场可不可以",4
3451,增加了boss难度，却又不提高玩家的可操作性。总有技能不是说操作好就能躲了，逼人拿脸接技能又搞一bT暴击。。。。害，要是不会设计战斗，学学D3，哪怕是抄呢，不丢人。现在这搞得过boss肝废了还得看脸有什么意思呢。逼人叮一声到悟道然后继续NT R玩法吗[辣眼睛][辣眼睛][辣眼睛],3
3452,希望能考虑下修改一些比较反人类的设定和ui，比如关系列表里面解除关系那个按钮就很离谱不仔细看或者问老手根本看不见，再加上一些提示比如对话最多一格好感避免浪费精力，还有就是过月的时候能不能把事件一张表写出来别一个个跳，前期关系网不复杂没什么要是后面开放了更多的地图境界之类的过月一下直接就是一天时间,69
3453,"道境的难度是认真的吗？
我一个化神后期的刀修3秒解决一个悟道中期的修士。
到了道境我被叠满buff的小怪一拳给秒了？？？
暮仙州的悟道境是怎么打赢道境的？？？",2
3454,我能暴打大部分悟道却因为打不过道界的小怪而卡在化神[脱单doge],3
3455,这个道界认真的吗，怎么过啊,4
3456,三月下旬已到，想必潜藏在鬼谷世界的偷偷骗骗，杀人越货，牛头众生的合欢宗宗主又要霍乱人间了吧[脱单doge][脱单doge],109
3457,这波登天梯，让我正儿八经感觉到什么叫逆天而行,5
3458,大概知道制作组为什么延期了一天，3月26号的两头怪物级游戏不敢正面硬钢热度[笑哭],131
3459,还好刚刚把天梯难度调下来了，不然我真以为被tx夺舍了，打得我都快吐了，cao[无语],4
3460,"化神后期npc我都随便打的剑修，打不过你这天梯？
......
笑死，重明都打不过",4
3461,"嗯？为什么更新是加强难度。
前期为了升上去讨伐BOSS，后期升上去之后被一群为了升上去的NPC和刷材料的BOSS讨伐不是更有意思咩",3
3462,第一时间就更新了…发现晋升化神的规则改了，用了那么久刷的基本没用了，领了两个挑战我现在一个都过不去…直接想删号了,4
3463,这个新版本是逼着玩家去开修改器的吧,4
3464,把每个月跳过改一下😂😂怪烦的,46
3465,刀修卡天梯了[笑哭]，打个卡4个小时了,4
3466,感觉部分功法有成长度会不会好点，随境界增长，不然红色就用一个境界也太拉了,119
3467,什么时候更新和npc组队，然后忽然想到，宗主召集宗门大佬一起猎杀妖兽，结果叮的一声[doge],19
3468,更完了，不枯燥的新玩法有了，刷的材料木大了[Cat_slip],6
3469,做个人吧，重明太变态了,5
3470,已经2.01了，还没有更新,5
3471,"[辣眼睛]希望正邪声望还有人物性格可以大改，角色行为可以影响到这些属性
[辣眼睛]比如昨天我一个正直善良的角色，宗门任务要杀我女师傅，然后我就反手灭门了，结果还是个正直的武林正派，这就离谱",16
3472,鬼谷的立绘确实牛逼 尤其是山海经里怪物 真的是考究过,9
3473,我从更新打到现在终于化神了 那鸟我打了2h天梯打了3h多，我心态真心受不了了 ，我还得普通难度啊，看评论，有的大哥说到道界还要折磨人，我心好累，但就是死了还想玩，求求了，改个难度吧,3
3474,一切都是为了刷，刷，刷，失望，你管这叫修仙？我管这叫刷子[无语][无语],3
3475,桂嵊！满绮雨！ 杀我道侣，不共戴天！ 今日便是尔等灭门之时！,7
3476,我有一个提议，可以搞一些黑科技功法，比如仙逆里面结数万个绿丹的金丹，或者斗破苍穹里面那种靠吞噬进阶的功法，还有筑基的难度应该适度加大，因为每个几乎小说里面筑基都是人和修士的分界线，可以参考仙逆里面的筑基难度，再推出一个夺基大法，用了可以夺取筑基修士的天资和气运，还可以在逆天改命里面加入同阶无敌的极境等等，还有建议加大各大境界之间的差距，加强npc的功法配给，我有时候能看到悟道大佬还带着筑基功法。。这就导致玩家越阶打架很轻松，配齐一身红功法能打超过自己两个大段的,50
3477,也就是暗示之前化神的材料白打了？,2
3478,重明这个boss设计出来 作者自己打过吗？,3
3479,[doge]我一个男的看见一个男的登仙期的，我也想跟他双修以及结成道侣，官方整一个男男可以成为道侣吧[微笑]我太馋了,6
3480,看了很多评论，还没回家，到了家一定体验，感觉这次大更新更了很多东西啊,2
3481,请求紧急修bug（关于我在普通难度被天梯boss全图弹幕秒杀 全红心法结果？？？）,4
3482,"所以，老子刷了4年的红色进阶材料，全部白费了吗？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
我淦！！！！！！！！！！！！！！！！！！！！",4
3483,我就想知道鱼尾草    不掉落   是闹哪样？？？（半个小时后我再来问一遍[生气]）,3
3484,我普通难度全顶级突破火修，抄着三灵共生神火核前面打着还行，5个材料boss4个进去甩神火核十几秒抬走，重明回血打了1分多，最后好不容易登神梯靠极速代谢保着药刷了全图，1瓶红1瓶蓝半血进boss房，结果连着吃了俩技能直接暴毙，气的我出去就加入了风灵月影宗[阴险],3
3485,我服了，我换个悟道左键，加了六七千攻击力,3
3486,刚打过天梯，满脸写着开心[微笑],3
3487,搞什么，我之前辛辛苦苦炼的一品化神丹和突破材料就这样废了?蒸馏啊,3
3488,这普通模式我以为自己在打地狱模式,3
3489,害我妻的那个小崽子，明天可别给我逮着了[阴险],12
3490,这重明什么强度啊，勾陈就一臭鱼烂虾，重明伤害吸收和前两个技能还勉强可以接受，但连续俯冲是真恶心啊，不用位移技能基本躲不了，用位移技能这样循环几次就没蓝了，然后就等死吧。,3
3491,此前天道有缺，秩序崩坏，世界凋零，如今世界之灵诞生，填补了天地规则，此后天圆无缺，吾等元婴后期修士终于得以窥见化神悟道之奥妙！[doge],53
3492,我想弄个全都是我老婆的宗门 望你不要不识好歹[狗子],11
3493,提个建议，现在升级重复让人心累，倒不是讨厌刷刷刷，主要是重复劳动审美疲劳，可以考虑改改升级模式，比如化神期要化凡，就去找各类npc论道（参考仙逆）。境界刷的快不够玩，出宝宝系统，第二元婴，五行元婴等，解决等待官方更新的问题。还有炼器跟法宝系统早点做，这个真能消磨时间。任天堂有个概念叫引力，保持持续的新鲜感和探索欲是开放玩法的法宝，加油吧张三，更新慢慢来，框架定了就不好改了。,14
3494,不是太懂，这不是pvp游戏，一个单机游戏自己玩着爽就行了，为啥要削身法？,4
3495,建议战斗结束后可以增加丢弃选项，有些低等级材料真得不想要啊。,7
3496,怎么没更[热词系列_知识增加],4
3497,这个重明是在逗我吗，我一个土修召唤流，它直接撞我傀儡回慢了，那个间隙我放不放技能有区别吗？[无语],3
3498,不是，你要这么更新早说啊，风剑水剑全没了，之前刷的突破材料也没用了，我前几天刚卖一大堆用不到的材料，只留了每样橙色的一个，之前付出几十个小时感觉全部打水漂了，真的想卸载了。前期那么枯燥无味的刷刷刷，一直到元婴至少是几十个小时吧，你一个补丁玩家的投入全部废了，单机游戏你还不如多看看冷门套路，而不是去削弱强势套路。,3
3499,什么时候出小队系统一个人打怪挺无聊的,35
3500,我宁愿一个副本多花时间也不愿一个月内跑十来处地方[笑哭],35
3501,晋级材料有用啊，千万别卖啊，给龟重塑身体的,4
3502,说材料白打的再多玩一会，不过风身法被削才是真的难受，直接废了一个体系,2
3503,我他妈一个洪荒满配火修打不过木系的重明，这合理吗？,3
3504,我觉得功法系统可以改成不同品质功法可以修到不同境界，比如白色只能到筑基，要突破就必须得换至少一部更高级功法，降低前期获取高品质功法的概率，可以来几个高品质功法的奇遇，触发几率搞低一点。这样游戏寿命可以加长，刚好现在EA可以让玩家不那么急，而得到好的功法就可以一直用，脸差一点的就只能多肝了，哈哈哈哈。,61
3505,已经32分钟了，怎么还没更[doge],4
3506,问个问题，不开修改器，洪荒模式，练气期，你们是咋打过那3通灵秘境的？,37
3507,风身法期间不能放技能了[囧],4
3508,两日后剑开天门，为芸芸众生寻得成仙之机[doge],42
3509,可不可以再优化一下[笑哭]，我的档出bug了，少了一个道界，永远刷不完[辣眼睛],3
3510,快速消化现在真成神技了，我一颗药硬是把自己给奶满了,3
3511,建议好友组队，妻子组队,11
3512,一切都是为了刷，刷，刷，失望，你管这叫修仙？我管这叫刷子[无语][无语],3
3513,好家伙，风身法砍了，水身法砍了，0cd砍了，还有啥能打得过洪荒档，，,3
3514,真不考虑把风灵月影宗列入正式宗门吗？[滑稽],9
3515,能不能开放生孩的功能，感觉这样更健全一些～,7
3516,洪荒难度天界神使一个技能把我秒了。。。,3
3517,Pvp网游必须进行削弱与加强来进行玩家间的平衡，但是单机游戏大家都是各玩各的，削弱意义何在呢，大家都玩的开心点不好嘛。,3
3518,是不是有病辛辛苦苦刷的化神材料 你们说改就改  操,3
3519,我元婴可斩化神却被天路引者一个万剑归宗秒掉了，这合理吗？,3
3520,蛟龙撞一下1w，雷珠子炸一下5k，我人傻了[脱单doge],3
3521,酒馆的打听消息如何突破化神境的回话还没改[笑哭],3
3522,生产队的驴也该休息好了，该更新了[doge][doge][doge][脱单doge][脱单doge],3
3523,游戏很贴心，化神材料又要重新打，让我成功放下游戏去写毕业论文了,3
3524,玩的我想砸键盘了,3
3525,我怎么感觉会像dnf那味了,3
3526,你在不更新我都快老死了[热词系列_张三],3
3527,搞什么，我之前辛辛苦苦炼的一品化神丹和突破材料就这样废了?蒸馏啊,3
3528,肝材料太累了，尤其是没元素大怪的时候，刷六个元素的碎片简直无尽的折磨[无语],6
3529,所以，我们白刷了化神材料，你更个新就把突破材料换了,3
3530,一个单机游戏削玩法有必要吗，还打算以后开联机不成。真就PVP呗,3
3531,登仙天梯太难了吧,3
3532,剑修身法有bug，换房间就进入cd，应该是部分玩家，我两个剑修存档都是这样，用其他的身法没事，就用剑身是换房间就cd，好多人都是,2
3533,出一个人物坐标该多好，不用满世界去找欺负我老婆的人[doge],5
3534,什么时候出羽化登仙?,3
3535,一月份还挺期待的，现在已经没热情了，想到开俩新境界也就是换地图继续刷材料功法，玩法还是之前那套，甚至连点开的动力都没有，唯一值得期待的就是多俩逆天改名能不能出点新花样咯,4
3536,风身法不能攻击了无语,3
3537,材料别卖啊，给镇灵恢复的，先玩玩吧，别喷了,3
3538,诸位道友天道禁制将破，两日后请随我一同飞升暮仙洲[doge],9
3539,希望能丰富下内容和机制吧，迫不得已加入风灵月影宗[OK],2
3540,能不能让我收了九尾妖狐做我的宝贝啊，然后跟我一起作战培养感情[酸了],5
3541,出了化神和悟道也就是刷刷，玩法单一啊，还不如多搞点社交和宗门[doge],3
3542,勾陈进不去咋回事？难不成是因为我给的是四品化神的原因吗？,2
3543,不应该执着于削弱应该出更有意思的流派让玩家放弃现在的主流…单机不都应该这样吗[无语],2
3544,重启steam就能更新了,3
3545,赞赞赞赞赞[嘟嘟]希望能添加个和npc一起组建门派一起组队打副本的系统,59
3546,这次更新感觉就是为了难而难，化神勉强过去了，悟道的那个进去就直接被秒了，反正就是不让你过呗，增加内容是好事情，但是这简单难度都直接被秒了是什么意思，化神功法不修炼满就玩不了呗。一升境界就必须换功法，就不能升阶吗？无限重复的流程，换功法，有意思吗？,2
3547,666，修复了没有差评的bug[妙啊],2
