,content,num_like
891,感觉又被预购坑了，空战游戏就6小时内容，想着刷点好高发现关卡还是一次性的,3
892,屎蛋和哥斯拉那电影怎么样了？票房好嘛,1
893,现实里最近有个景象我印象深刻，那就是海市蜃楼。我去过海南去过新疆，这些地方的景色都挺好，但我从不拍照，而我在北京西山山脚下看到的海市蜃楼是云层上耸立着好几座山，云层下是西山，那种山外山，天外天的感觉真的很梦幻。可我一开始以为那是河北方向的哪座高峰，所以除了感叹没记录，第二天我再去那个山脚下，天气晴朗，晴空万里，一下子我就记忆深刻了[喜极而泣],1
894,整活快报,1
895,FF14 亚马乌罗提！,1
896,拍照的话:最终幻想15水之城[doge],1
897,ff14的天龙宫殿忆罪宫，宇宙宫，水妖幻园，玛哈，影之国，希尔科斯塔，挺多的,1
898,12分钟爷青结,1
899,徐大虾好帅，一看就经常丢大包[doge][doge][doge],1
900,想上热评不知道说啥[doge],1
901,我们要看虾嫂[脱单doge],1
902,哦,1
903,七分钟，热热还能吃,1
904,6分钟前？点赞数才这么点？大🦐看来凉了 取关了[doge][doge],1
905,热乎的！,1
906,"课代表来了！
1本期是VR
剩下的还没看[doge]",1
907,没,1
908,好！,1
909,"课代表来了！！！
本期视频的内容大概是这样的：
我梳理了一下
1.是游戏
[doge][doge]",2
910,刚好到饭点[热词系列_好家伙],1
911,您知道有个挑战叫做不要笑挑战吗？？？？？？？？？？？？？？[tv_doge][tv_doge][tv_doge],1
912,耶！,1
913,"因为   凶器已经找到=投币
所以   凶器=币  
又       找到凶器=找到犯法证据
所以   币=犯法证据
所以   投币=犯法
大虾你图谋不轨啊[doge]",2
914,笑拉了哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1
915,二十分钟一千多条评论，我该如何上热评,1
916,热乎的，还有点烫手[2233娘_耶],1
917,1001,1
918,在现场，其实这个游戏做的真的非常好，就是极度精污并且挑战人类极限，最后蛮感动的，散人能坚持下来真不容易，反正直播间观众已经死了[热词系列_泪目],15
919,这么一看确实后期没存档有点儿问题[思考]，感觉是跟湖边小屋一个思路的，但别人湖边小屋有四个人，而且有一作还能改变物品初始位置。这种地方其实可以优化，防止玩家后期疯狂试错。,9
920,终于发了，散老师直播玩的时候我中途有事没看完，等到回来了发现散老师还在玩跟那个👄死磕，散老师毅力真的绝[OK],10
921,录播早就看完了，真佩服散老师没任何攻略全结局[打call],47
922,这个游戏到底什么寓意呢？原生家庭的诅咒和罪恶？,4
923,"黑化散（❌）；
真实人格散（✔️）",20
924,我  向  往  黑  化,30
925,"丢人耗子
丢人house[doge]",5
926,为什么我看个恐怖游戏笑得那么开心,2
927,在散爷这里总是能看到很多没见过的死法[拥抱][拥抱],5
928,我记得看散人直播时我还躺在家里的被窝瑟瑟发抖（那个BGM听久了瘆得慌），现在已经开学三周了[脱单doge],29
929,这都啥时候的了哈哈哈哈哈哈,2
930,散人：麻麻，这屋子里有怪物，救（就）我,3
931,千 枝 实 演 化 实 录,15
932,好久之前的了哈哈哈哈,2
933,居然更新了这个,2
934,芜湖！！[星星眼],2
935,终于更了hh,2
936,逐渐千枝实化[笑哭],7
937,我们都有美好未来[进击的冰糖_溜了溜了],2
938,已经和女朋友玩了一晚上了 贼好玩,5
939,只能说“我原本以为逆风笑不是个技术主播，结果和老戴一对比，嗯！妥妥的技术主播。”[doge],1
940,好像18年的逃出生天都是老戴和逆风笑合作的,2
941,前排[打call],1
942,今天的简介这么认真！？,1
943,新观众最好吧血压添加到弹幕屏蔽，因为有很多病人在看视频。,1
944,感觉双人成行 又可以拿个年度游戏了  只是这种合作方式 会让一些没有朋友的人 玩不起来,1
945,好家伙，还没更新完我就看完了[呆],7
946,来了来了,3
947,太棒了，不但有解密要素，还有三位一体、正当防卫等操作要素，太赞了！,6
948,这个游戏感觉有意思的啊，找时间要看完,3
949,听社长说然后关注游戏，然后看笑笑和老戴玩比较快完全没看到恶心人的弹幕，,1
950,梦幻联动,1
951,我刚才还在看录像，然后问了句笑笑出不出视频……一看动态，草,19
952,逆风笑屁股翘,18
953,盲猜最后1生1死[doge][doge][doge][doge],1
954,鐒獃䔂澬！,0
955,笑死大牙了[doge][doge][doge],0
956,游戏太好玩了，就是没人和我玩，我也没钱呜呜呜，等个打折就买！,1
957,这个游戏让我丢了一个朋友,1
958,🐵超市,1
959,嗯想不出來東西算了就空手釣會魚吧不知道你們會不會上鉤上不上鉤任由你們心情[狗子],1
960,"我还纳闷汤达人怎么不更猩了[脱单doge]
最近更得好勤快，真的辛苦了",1
961,来了！,1
962,傻子竟然是我自己[doge][doge][doge],1
963,真不错啊,1
964,猩猩哥6分钟前的视频居然在我的首页推荐这正常嘛，一般不都是几天后才能刷到的嘛[doge],1
965,看着猩猩，脑子里全是春秋大屁,1
966,我现在遇到傻子了,1
967,damn～,1
968,来了[doge],1
969,猩猩小店,1
970,[doge],1
971,"王·华罗geng(✘)
数 学 猩 人(✔)",1
972,袜，这次我居然这么早?,1
973,好家伙好家伙老奸商人了,1
974,好耶，今天来的好早,1
975,猩猩当铺,1
976,《自我介绍》[妙啊],1
977,前排,1
978,"3月27日14:00:官方：更新化神·悟道
3月27日18:00:玩家：去tm的重明，小幸、风影启动
3月28日14:00:玩家：等待羽化·登仙",16
979,真有你的，我tm玩的是单机？,6
980,没必要削弱风身法，自己玩单机爽就行了，而且又单机又没有什么****衡，知不知道这一波操作吧玩风剑的人恶心死了，真的吐了，妈的风剑玩的好好的突然给你来一个这个，真的很不爽，而且削弱直接说嘛，还说什么修bug，真的服，不想想其他技能的增强，过来恶心风剑玩家的体验真的吐，合着身法就真的只能开着是ssbb的躲技能呗，这么一搞我靠，都TM想删了，而且好不容易刷的秘技词条，TM的到下个境界又要换，到时候刷好了，看你玩的爽了来一手削弱，就哈哈了。合着强行拖时间呗。游戏半成品，还忙着削这削那的，这波削的不是风剑，削的是玩家的游戏体验，玩家开发出来的套路，一削成垃圾了，有时间削风剑，怎么没时间搞一下其他身法，的效果呢。而且，改材料就突然改了，那之前刷的能干什么，不要跟我说，辛辛苦苦刷的化神东西，一更新什么吊用都没有了。,8
981,"练气：这本功法我寻找已久，你最好把他交给我
元婴的我：？
---------------------
练气：我师父是XX筑基期强者，你最好识相点让我离开。
呃呃呃！我师父绝对不会放过你的...
我没办法只能把那宗门给屠了",6
982,能和精卫结缘吗[doge]，精卫的形象太戳我了,78
983,醉了 ，我化神期的人乱杀，化神期的怪乱杀我,13
984,辛好我玩的一拳超人流，超能苟，护盾刷新不掉血，天门使者一拳崩了[辣眼睛]，但是这个难度确实离谱，我玩的还不是洪荒难度，这难度曲线确实有点离谱，主要是天梯里面怪多还没有补给，确实糟心，我无法想象别的流派要怎么打[辣眼睛],21
985,登天梯打不过，水法好难，要不是我会屁股抠药估计连boss都见不着，这难度是认真的?我还是全红功法啊，我只是困难啊,7
986,[doge]希望和npc交谈关于✘✘✘的时候，能在前面加个“诋毁”或者“赞扬”，经常碰到想去劝和两个熟人变成了向A诋毁B,356
987,自己做的游戏有去玩过么？[疑惑]真是服了,8
988,我全红心法，普通难度化神都突破不了，千辛万苦打了所有房间，结果boss打不过，这体验很好吗？满血进去被定住一招打残，然后被技能轨道都看不清的剑给补了，我真服了，逼着我开挂,8
989,这封神天梯是人打的？？？,6
990,"1：先报个bug,我一个拳修，点了武神残绝，别人找我切磋的时候盾和血条都是满的。蛟龙用自爆拳打不着。
2：风身法为什么要改？你要削弱风剑，我们别的流派怎么办？
3：你那道界是人打的？我4w3的血条，1500的攻击，40多年功法全红，愣是打不过，你不说我以为这玩意是悟道升羽化要打的。",4
991,今天我老婆被一个抢了我花十几万的功法然后老婆也没了，我特么一看是个羽化期，时间短我找到了，想着杀你几个境界低的弟子啥的报仇，点开一看这人师傅老婆弟子父母孩子没一个活着的，朋友都没有一个[辣眼睛]第一次见如此孤儿的人[笑哭],95
992,能不能加个勾选系统啊，送东西还得一件一件的好麻烦啊,274
993,我反应一下啊，我们手残党加散修是不是不配化神啊？我玩个最普通模式用元婴最顶级的技能心法打天梯打了30多次最高就通了5关就上不去了，对了他们用他们的流派天赋神通历害很快通关，但是其它天赋神通就不能用了还是咋的，我就喜欢当个散修想修啥修啥，想用啥天赋用啥不行？老尔弥坚不能用？还有别给我说啥难度我都手残去玩普通模式了我要啥难度？他们牛b要调难度的你把普通以上调高100倍1000倍也不管我事，本来一天天上班就累回家修个仙当个普通之王都不行还要受苦，天梯打了30多次最高才打通5关啊这就是磨难[无语]，而且我每次晋级选的都是我最中意的天赋，为什么硬是要我去玩什么他们的天赋流派？像老尔弥坚就不行？我又不想玩什么元婴干登仙，我就想当个普通元婴化神不行？还有啊我的好友道侣都能化神凭啥我不行？我用普攻也能打废她们她们能登天梯为啥我就打通5关？[无语],4
994,rnm退钱，任何浪费玩家心血的策划都没好下场,4
995,希望加一个敬畏值，高阶强者与NPC的互动更贴近小说，努力肝材料进阶后获得更多的满足感。,151
996,"连元婴期都打不过的人是如何化神的？
连化神期都打的过的人为何无法化神？
主角费劲辛苦才能突破的境界，npc轻轻松松就能达到，所以说谁才是这个世界真正的主角？",4
997,我的大跟屁虫什么时候化龙[抠鼻][抠鼻],353
998,咋说呢，以前家里为了不让我接触网络游戏所以只给我买主机，所以主机游戏就是一直玩到大。对于花5，6百块钱可以买下一个游戏的全部内容这种想法根深蒂固(当时还不知道有DLC那种东西），所以现在遇到一个游戏里面还需要再充值，而且还不一定能得到这种抽奖方式实在在适应不过来。感觉像合法赌博一样。可能现在这种方式才是主流吧，反而像我这样的是少数；对于一个游戏投入几千，几万感到很费解（可能人们收入高了吧）或者一个网游的648和相比一个648的主机游戏……。也不是说反对怎么样，但就我而言现在还是只玩主机游戏。不过这几年完主机游戏游戏的人也多了很多，但还是远没有向国外那样火爆的程度。做出好的国产单机游戏仍然是一个挑战，而且受现在市场的影响，实在很难想象一个中国公司可以花耗费几千万搞一个国产3A大作出来（毕竟成本摆在那里）。,18
999,很喜欢一句话，玩游戏就像选朋友，什么样的人玩什么样的游戏，那么是先有垃圾玩家玩才有垃圾厂商做垃圾游戏，还是先有垃圾厂商做垃圾游戏才有垃圾玩家玩,9
1000,"三四年级的时候玩了第一部现在快高考了，当年同学们都在玩奥拉星赛尔号，我算是比较幸运生在一个较为富裕的家庭，可以在ipad上玩到这么多优秀游戏，算是为我日后对主机游戏的热爱埋下伏笔吧。
记得最后一个boss是拿着无尽之剑的，打了很多次打不过，每次都是刮到残了，我的盾牌也爆了，就用戒指收尾，结果没想到这boss后面半管血好像要厚一点，打得我心态爆炸（所以后来我可以以良好心态玩黑魂[笑哭]），靠着路上打小怪的钱早就解锁无尽之剑了，用boss的剑打boss还是打不过就弃坑了，算是一个遗憾吧，初中在海马商店看到了3，刚进去就被震撼到，画质和当年第1部完全不是一个等级的，不过也因为学业没有继续玩下去，过了几年想要回味一下的时候已经找不到了，常常怀念当初单纯地打游戏打几十个周目的感觉，直到今天我才知道这部游戏发生了什么，实在令人叹息！
除了无尽之剑，当年的永恒武士，地牢猎手，浴火银河还有其他一些Fps（有个叫星际什么的忘了，特好玩，图标是个科技头盔）都十分优秀，和老爸你刷一点，我刷一点，连逛app store都变成一种乐趣……这些老游戏真的成为我童年的美好回忆，致敬。",14
1001,中国游戏发展道路就是氪氪氪，有钱就能爽，每个游戏你有钱就是爷，体验着永远一个样的乐趣和优越感，不会有什么惊人的大作！,3
1002,我推荐聚爆，即便是是今天依然是一款相当出色的游戏,4
1003,混沌与秩序当初也相当不错,46
1004,敖厂长你大圣归来的视频呢 我来考古 毕竟传世经典,3
1005,腾讯就没一个好游戏,9
1006,当年在iPhone4s上玩的欲火银河2，真是非常好玩，有人玩过吗[脱单doge],56
1007,囧的呼唤终于做到一款我玩过的游戏了……这是说明00后终于也老了么……[大哭][大哭][大哭],20
1008,看到无尽之剑直接来句tx司马,3
1009,当时初中高中玩无尽之剑整个人都被惊艳到了，那时候做梦都希望敖厂长讲一期，这么好的游戏现在都玩不到了，tx还搞了个无尽之剑：命运搁那自动打怪[大哭]垃圾tx呜呜呜(┯_┯),39
1010,无尽之剑，Cydia，八门神器还有谁能记得[大哭][大哭][大哭],77
1011,泪目了，这么多年终于有人说这个事了,2
1012,看完这个视频突然激活了我的回忆，想问问有没有人知道一个游戏，小时候看发小玩过（不过他肯定已经忘了[doge]），主线应该是点火（通关后出来一圈火种，然后点亮一个，我还记得当时他重复打一关以为能点更多...），印象比较深刻的一个场景是在高塔上射箭穿过火堆点燃洞口的草丛才能进去，但不确定是不是解密，战斗中的操作方式有点像无尽之剑，不过左右就是移动不是闪避，要绕圈到敌人背后（不一定都是背后）打弱点，弱点应该是白色光点，主角用的剑好像可以换属性,8
1013,先玩的无尽之剑二，通关后，再去玩无尽之剑一，一次通关[笑哭]，然后无尽之剑三还没玩完，ipodtouch就被老师没收了[大哭],2
1014,嗷翻译怎么不接着说genshin了呢,3
1015,手机游戏以前也出现过质量上乘的游戏，大型单机在拇指玩可以说是头牌，都是破解版，那个时候版权意识不强，我相信95后都有不少玩过破解游戏，但是换句话说即便没有中国市场，那些海外的手机游戏大厂该倒闭一样倒闭，当时最大的限制不是掏钱不掏钱的问题，而是谷歌被踢出国门了，只有苹果商店开放后出现了一批好玩的游戏，国产手机游戏那个时候还都是些垃圾，以后国产手游也不太可能出现次世代的大型单机了，毕竟充钱买数值谁不喜欢呢。,11
1016,大家给自己喜欢的游戏充钱就好了，648遍地走，腾讯赚的盆满钵满，这些都是市场的选择，是消费者们的选择。所以也不要对现状或者对腾讯有什么不满了，这也是消费者自己导致的。,2
1017,2014年以前在手机上玩过现代战争系列，地牢猎手系列，极品飞车系列，混沌之戒系列，阿瓦隆系列，浴火银河2和无尽之剑等精品单机游戏，2014年开始以腾讯为代表的厂商大量生产氪金手游，单机为主的时代一去不复返,2
1018,好家伙！热乎的！bug大师来了哈！来来来让个座！[热词系列_吹爆],1
1019,一播放五十赞b站传统,1
1020,在这里说一声 我是super面筋人应该没人发现吧[doge][doge],1
1021,想起了模拟山羊,1
1022,盲猜有数学家上热评,1
1023,黑bug梦回，恐怖如斯[doge],7
1024,厅砸~缩为浣熊~,6
1025,"HM！
荒谬！",1
1026,好不容易那么前，给我这个三级的面筋人前排摸摸嫖客吧[大哭],11
1027,老bug人了[doge][doge],1
1028,第一次这么前,2
1029,干脆面大战Super筋人[doge],3
1030,这是几号面筋人？[doge],1
1031,[doge],2
1032,[热词系列_知识增加],2
1033,哇，好快啊我！,2
1034,是不是只有黑嫖客才能卡出这么多特有的buff,5
1035,芜湖[脱单doge],2
1036,"今天是3月26日星期5
因为（√5-3+2）+6＝8
所以8号打假赛的提前倒下[妙啊]",5
1037,这是第48分钟，[doge][doge]八号打假赛提前到下[doge],4
1038,兄弟们吃席啦，老规矩，我做小孩那桌[doge],1
1039,有没有私信来的呀？[打call][打call],1
1040,[大笑],0
1041,高能君在这里！你看底下的高能君，往下翻,0
1042,七分钟,0
1043,我要次人！,0
1044,nice,0
1045,更新了？好家伙( ゜- ゜)つロ,1
1046,8分钟就108评论了你火了啊(｡･ω･｡)ﾉ♡,0
1047,烫嘴,0
1048,火速赶来[脱单doge],0
1049,害怕！,0
1050,沙发诶嘿,0
1051,还没吃饭，吃饭时候看（,0
1052,建议参考白雀，玩法差不多,1
1053,一切的恐惧都来源于火力不足。[doge],1
1054,半夜刷到了，真好玩,1
1055,这个游戏的故事感觉还是有点乱，总之，最鲜明的证据就是弟弟无了，姐姐去找，三种结局对应着三种救赎方式，别的我啥都不知道,1
1056,来了来了,1
1057,挺nb的游戏，,1
1058,一直不知道战斗方程式赛车（美版叫超级间谍猎人）的完整地图是啥样的[脱单doge],3
1059,一帧帧画的你可太秀了，这是用PS图层做的底图和元件，然后串联成动画,1
1060,好活当赏[妙啊],2
1061,一个赞，两个币到手up[呲牙][doge],2
1062,不三连真的说不过去，太强了，看着有种简单的幸福感哈哈,2
1063,shut out and take my 币,2
1064,先赞后看，养成习惯,2
1065,夫子真是太优秀了,2
1066,我的童年！！！,1
1067,牛逼！！！！！！！！！！,1
1068,火箭打到屏幕边缘不会开花，小车前进会不停地颠簸，细节满分！,1
1069,太牛了太牛了，已三连,1
1070,大制作 太强了[热词系列_妙啊][热词系列_吹爆][热词系列_知识增加],1
1071,"童年！
牛批！",1
1072,少了电视机的雪花效果，所以只给一个币了[doge],1
1073,我竟然看哭了，童年美好的回忆,1
1074,"拍得挺好的，
但是有点缺陷，
给up提三点建议
...
展开",1
1075,我的天，这个工程量巨大啊，up属实牛！[支持][支持][支持],1
1076,好人任何人加入今日突然特特通融通融他今天融入,1
1077,硬币比赞多系列,1
1078,尼尔机械纪元  月之泪,0
1079,热乎的，[热词系列_好耶],0
1080,这期才发现，猩猩后面追赶他的是周四...,0
1081,好家伙，刚回来就到周4[妙啊],0
1082,今天不是周六嘛？ 这个节目更新可真是按他们的周四来呢[tv_doge],0
1083,来的太早了，感觉没弹幕看着没哪味[辣眼睛],0
1084,[妙啊]别以为我不知道大杯子已经放好一个硬币了,0
1085,战旗真好玩,0
1086,今天才星期三吧,0
1087,"多娜多娜加subverse,人类是有限度哒！",0
1088,猜出来可以不用点，没说没猜出来一定要点,0
1089,开头那张纸还有彩蛋！细节满满啊[脱单doge],5
1090,很合理投币了,0
1091,？？？？？？？这么早？看不起谁喃？？？,2
1092,你居然出老千！！！我不服！[热词系列_知识增加][热词系列_锤],0
1093,我猜两个都有,0
1094,周四到了,0
1095,周六,0
1096,伤“肾”的周末？又打黄油了？,0
1097,新概念周四[思考][思考][思考],13
1098,其实散人算是被吓到了然后做出的一些预测，也确实挺天然黑的,2
1099,我天哪一本正经说些可怕的话。。。,3
1100,白切黑散好香[脱单doge][脱单doge],3
1101,"爸爸妈妈：“女儿，你的手怎么回事？？”
女主：“我把它赌在~新时代上了[歪嘴]！！”",2
1102,牛批,2
1103,我之前扒了回放看了来着，没想到出视频了，太好了,2
1104,？？？咋了突然,6
1105,散老师不能直播还发个这么长的视频来看 太体贴了,11
1106,散老师辛苦啦❤很有深度的一个游戏,2
1107,太牛了 散老师好有耐心啊,11
1108,永远赶不上热度的散人[辣眼睛][辣眼睛][辣眼睛][doge][doge][doge],12
1109,擦散老师居然把这个的直播回放发了,3
1110,还以为不出视频了,3
1111,"刚开始要进来时：才一个多钟就这？冲！
看了几p后：妈呀太累了[不问天_大哭]
最后女主太帅了！爽！
散老师辛苦啦(´,,•ω•,,｀)♡要玩得开心！",3
1112,管小姑娘叫哥们儿，寡不是没有原因的[脱单doge],1
1113,看着看着，突然在想，有没有可能这一切都是女主的精神分裂啊……家人，房子，那些鬼都是主角的第二人格幻想出来的……（突然跑偏的脑洞）,3
1114,散人：用最可爱的语气说最恐怖的话[doge],8
1115,话说散散不考虑在简介里加上游戏名吗？不然搜游戏名搜不到这个视频的,2
1116,还好我已经云通关了[doge],3
1117,散人的脑回路太好玩了233333[热词系列_三连],3
1118,大虾真帅[doge],1
1119,是新游戏喔？[doge],1
1120,滚[doge],1
1121,"徐大虾的2021计划计数
大虾的2021计划 ：5/70
距上期视频相隔时间：10天
希望你耗子尾汁[脱单doge]",1
1122,欢迎收看本期恢复式训练视频,1
1123,《总之就是非常自恋》,1
1124,没呢,1
1125,没起，因为在梦里你才会更新，现实里我只关注了一只鸽子🐦,1
1126,"徐大虾的2021计划计数
大虾的2021计划 ：5/70
距上期视频相隔时间：10天",1
1127,2分钟才1700个赞，凉了[doge],1
1128,徐大虾疯了[doge],1
1129,这人谁啊，我关注过他吗[doge][doge],1
1130,"低情商：你在VR里像个傻子X
高情商：你像个傻子√
[脱单doge][脱单doge][脱单doge]",1
1131,大虾舞蹈课[doge],1
1132,出息出息,1
1133,大虾又帅又[脱单doge],1
1134,这位Up，怎么这么不要*？[doge],1
1135,建议以后都十天一更,1
1136,刚打开哔哩哔哩就是你，这运气[嗑瓜子],1
1137,开场摇花手的屑[妙啊],1
1138,逆风笑和老戴？[热词系列_梦幻联动],0
1139,玩的太匆忙了 后面几个场景都有很多可以玩的,1
1140,只能说爷青回,0
1141,口碑吧,0
1142,双人成球！？[滑稽],1
1143,高压锅也爱看笑笑视频吗[doge],1
1144,第99[脱单doge],0
1145,ps5双人玩可以嘛！,0
1146,老戴牛逼啊,1
1147,你好长啊,0
1148,紫雨？没听过！这对夫妻不香吗？[doge],9
1149,竟然认真写了简介,1
1150,哇哇哇,0
1151,想起了当年的逃出生天，真有内味了[笑哭],2
1152,我直接三连，[热词系列_三连]，上次看到这么合作还是几年前逃出生天，[热词系列_泪目],3
1153,刚和朋友玩到传送门那边，说实话真的出乎意料没想到一款游戏的玩法怎么多样四五个小时全程就没有乏味过，真的推荐可以和朋友一起玩玩看，关键只要一个人买个游戏就可以联机了,3
1154,[doge],0
1155,好久没有看到老戴这么开心了，哎。,1
1156,简介过分良心（真）[热词系列_好耶],0
1157,来了,0
1158,哦豁，刚放学就看到发视频了,25
1159,看完视频后反复观看高猿长啸那两段，笑死我了哈哈哈哈哈,2
1160,三分钟前卧槽,17
1161,我看成 开个当铺变成二傻子了,1
1162,喜欢看这些系列！剪视频辛苦啦！,2
1163,猴子开了个二手当铺，遇到同类了！,22
1164,开坑！！！,3
1165,"{\__/}
( • - •)
/つ 👙穿上它
{\__/}
( • - •)
/つ 💄涂上它
{\__/}
( • - •)
/つ 🎀戴上它
{\__/}
( • - •)
/つ 👠穿上它
{\__/}
( • - •)
/つ 👗再穿这个
{\__/}
( • - •)
/[支持]",2
1166,好家伙 今天跟王哥穿同款[doge],5
1167,19分钟超前了！！！！！！！boy超棒！下饭！,13
1168,我靠，你们住b站了？,2
1169,还以为来早了原来是boy凉了[doge],5
1170,《震惊 数学课代表智多猩竟狂敲计算机还被摆了一道》[doge][doge][doge],4
1171,哦吼，刚躺下就发视频了,10
1172,"游戏：当铺人生2
大家要是喜欢这个视频的话可以素质三连哦~
也可以顺便关注我的频道
爱你们哟",3
1173,看成  活动开了个二手当铺，遇到猴🐵子了！,7
1174,boy:傻子竟是我自己！[脱单doge],6
1175,你遇到你自己,2
1176,"遇到傻子了(误)
傻子竟是我自己
[脱单doge]",3
1177,好家伙数学课代表全程计算机[热词系列_知识增加],3
1178,woc太棒了，这辈子最怀念无尽之剑，终于有人解说了[微笑],2
1179,以前在iPad上（似乎是iPad独占）玩过一个叫辐射岛的游戏，以辐射僵尸为背景的单机生存开放世界，画面画质非常惊艳，细节也非常丰富，剧情通关后甚至能联网和其他玩家一起探索那个世界，并且该作品的游戏公司开发了很多不错的手游，可惜现在也下架了[大哭],2
1180,不是做买断不赚钱，是做氪金抽卡太赚钱，逼得大家都去做氪金游戏。好游戏以后肯定还会有，但不可能还有那么高的性价比了,2
1181,总有人管人家玩什么游戏😅二极管不如先找个厂上班,2
1182,现在的手机性能很强大了，但是我们再也玩不到这么高质量的手机游戏了，唉[大哭],3
1183,"为什么现在打开APPstore清一色的都只有免费游戏，或者标个一元象征性收费的游戏甚至软件呢？
要不是敖厂长的视频我都快忘了，当时pvz45元，无尽之剑45元，甚至一个天气时钟都可以卖到18元。所用苹果用户都会下一个类似优惠提醒的软件，哪些限免了，那些降价了。当时甚至还只能用信用卡付款，还不支持银联。但即便如此不方便，快乐确依旧如此真实。
最后悔的怕不是把iOS更新到7了吧，无尽之剑，现代战争，通通不适配。所以这些记忆就尘封在那个苹果ID里，那个我注册时填了曼哈顿第五大道地址的美版apple ID里。",6
1184,怎么说呢，我希望一些玩家就算你不喜欢某个游戏请别去攻击玩家，游戏嘛，自己喜欢就行，不管氪金也好买断制也好，自己快乐就行，玩个游戏还被别人指手画脚的，很恶心的[呆],2
1185,爱疯4玩？爱拍得2才爽翻好伐,7
1186,其实还有很多这种游戏 蝙蝠侠黑暗骑士 现代战争3   4 死亡扳机1  2 近地联盟先遗队1 2 3 超凡蜘蛛侠1  2 当年有幸都玩过不过从16年后就不玩手游了  现在看来是个非常明智的决定  铺天盖地的氪金游戏把人当玩物刺激他们消费我是感到非常恶心 在我眼里手游不仅没有进化反而退步  现在的画面都比不过10年前的手游 反正我就是对这些公司很失望,2
1187,三代里面天文台有彩蛋，进去后有一个五百级的和工匠赛瑞思一个时代的人，把他干趴下可以领一套工匠套装，我记得是有三个还是四个全能控插宝石,7
1188,我就知道，评论区全是原神，3a 单机 手机，这几个关键词一出来，评论就来了，不亏是原神效应[吃瓜],2
1189,其实买断制和应用内购买都不过是不同的赚钱方式而已，并且各自的人有各自的喜好，我喜欢买断的，但别人玩应用内购买的我也不反对，甚至只要它够好玩，我觉得也可以一试（个人看重游戏好不好玩），比如一些格斗游戏（很多都会有抽卡机制） 。反正我不充钱都能玩得下去那没问题，那种你不充就不可能有游戏体验的我才不喜欢。而对于一些为让人们充钱就不把玩家当人看的行为，比如随意封号，玩家充钱后，把难度调高逼玩家再充的（DNF），是需要我们一起抵制的。反正你给我基础的游戏体验，而氪金能增强这体验就可以，要有个度。现在有一些PC单机做得就可以。而抽卡一类的更要控制好度。（还有国内一些打扑克的手机游戏建议加个时间限制）,2
1190,都是tx黑关公黑我们米圣人[大哭],2
1191,评论里的人很搞笑，买断制就是好游戏，抽卡的就不是好游戏，驰名双标吗？我就很喜欢原神，我玩得很开心。,239
1192,除了无尽之剑，弹幕里提到的近地联盟先遣队和混沌与秩序都很惊艳，这几个游戏的缺点就是当时拿iPhone4玩一把就要去冰箱里降温了,2
1193,"有些厂子有能力做3a了但已经走不出舒适圈了
玩游戏对大部分人来说也只是为了弥补社交属性规划业余时间满足心理需求
导致畸形到离谱的定价到底也是一个愿打一个愿挨
说到底国内目前大环境做游戏基本都是闻着味过来捞💰的管你说的慷慨激昂我又不赚💰就算赚了又没别人赚的多那我凭什么做
氪金抽卡毒瘤遍地还是玩家惯出来的想改变也为时已晚
更别说从古剑三帕斯卡来看某些玩家的购买力也只停留在嘴上",2
1194,现在骂tx还有赞吗？,254
1195,有幸成为那少数玩完3部曲的玩家。[笑哭],2
1196,抽卡手游的本质就和3a玩法矛盾……,2
1197,说到底，全是资本家的隐阴谋，先把人都洗脑成“玩游戏不玩内核只玩和别人攀比”这样的状态，把玩家从“通过内核获取快乐”变成“和别人攀比”获取快乐，之后就开始搞各种氪金游戏，内核可能都是几十年前的概念，但多了一条可以通过氪金获得的所谓“快乐”,2
1198,什么时候可加上装备系统啊，我这剑修没剑不笑人嘛，我刨坟不挖点衣服首饰穿一穿吗[热词系列_张三],84
1199,我已经吐了，我打了五次天门使者了 打了三个小时，sl了无数次，我裂开来,15
1200,又一片大陆的姑娘要遭殃了,38
1201,问酒馆NPC怎么化神 他说 吃化神丹 他是不是 没更新[doge],8
1202,总感觉正道与魔道没有什么区别，可以在攻击对方成功后，正道值高可以转交宗门宗主处理并依此得到奖赏，当然也有概率能够降低宗主好感度，魔道值高可以胁迫他人给出身上最值钱的东西还有双修，再高一点的话还可以强制直接杀人，这样才显得正邪不两立吗？,67
1203,建议出一个可以强行ntr的系统，好不容易找到一个长的不错而且忠贞爱家的结果是别人的老婆，好不容易聚灵了想挑拨离间结果对方也有个忠贞，然后我一气之下全杀了，档已经封起来了复活丹也有了就等出这个了[妙啊],261
1204,强烈建议增加一个暗拍卖会，可以以物易物，不显示真名[吃瓜]比如有人用红色功法换我的天道之气[吃瓜],128
1205,同性双修呢！为什么不开同性双修！,100
1206,好家伙，化神一出，评论区就没有什么突破大道，增加修为的。全是去救老婆的[笑哭],12
1207,"张三们啊，你们是不是招了那些以前玩网游的策划啊？哪怕招刚毕业的大学生也别招这些人啊……网游策划懂个p单机游戏，南辕北辙啊。
按照氪金网游套路，单机必然被玩死。
要是这货以前在tx干过，我都觉得是tx故意放进来的内鬼。",3
1208,老婆和道侣都被杀了，仇人高我一个境界，我更新还有何意义,7
1209,各位道友，去救老婆了！,235
